winner,loser,winner_score,loser_score,date,duration,clan_battle
148,1921,12,-9,2020-12-16,00:16:00,
849,1296,45,-24,2019-02-06,04:44:00,
1100,463,33,-13,2018-09-03,04:25:00,138
453,1782,43,-21,2018-11-23,00:05:00,
145,1168,33,-20,2018-03-29,05:16:00,
644,218,34,-31,2021-05-20,02:36:00,108
740,1834,29,-33,2020-12-14,06:05:00,106
1526,1967,14,-39,2019-03-01,07:23:00,
903,127,10,-30,2020-02-21,02:23:00,
1716,461,12,-24,2021-07-05,07:56:00,116
1863,115,23,-31,2019-02-15,06:57:00,
158,282,33,-28,2019-09-16,05:14:00,143
751,267,38,-25,2021-01-30,02:00:00,
595,820,41,-25,2019-03-09,01:22:00,
1423,909,44,-16,2021-03-02,05:03:00,
2005,309,18,-24,2020-12-10,04:08:00,
301,1290,10,-10,2018-05-25,07:28:00,
1004,911,32,-8,2020-11-29,01:57:00,
1809,709,43,-24,2018-03-19,01:41:00,
822,177,27,-29,2021-03-23,05:58:00,
1029,163,11,-33,2020-05-07,07:49:00,
558,703,38,-20,2021-05-06,07:59:00,
719,1957,40,-33,2018-09-06,05:37:00,
1888,117,13,-17,2018-04-11,01:06:00,
1274,216,43,-45,2018-03-08,05:59:00,
1916,805,16,-37,2019-10-01,01:07:00,
1126,2009,43,-16,2018-11-15,00:45:00,
1175,1875,28,-17,2018-08-27,00:41:00,
174,223,40,-24,2021-07-30,02:28:00,
1709,1826,34,-43,2019-06-19,02:13:00,44
918,655,28,-29,2018-08-29,05:23:00,186
880,835,39,-34,2019-03-07,07:34:00,
1234,836,38,-37,2020-05-22,06:47:00,
1838,375,29,-9,2021-08-29,06:25:00,
1452,1752,18,-34,2020-12-31,00:39:00,
971,842,26,-40,2021-02-28,05:37:00,
1901,107,13,-6,2021-01-15,03:40:00,
1800,494,42,-40,2020-09-14,06:28:00,
1243,692,23,-17,2020-05-18,07:19:00,
1272,186,39,-16,2021-06-27,06:29:00,
1288,367,43,-17,2020-02-10,03:13:00,
1875,441,20,-21,2020-05-02,06:55:00,
1396,501,15,-32,2018-11-24,02:24:00,
513,232,18,-19,2018-07-25,01:04:00,138
562,1501,26,-42,2019-11-23,03:29:00,
1996,907,39,-11,2018-03-05,03:00:00,
1060,789,13,-11,2021-01-09,05:33:00,
696,1292,11,-28,2019-08-20,02:59:00,
1281,1724,13,-27,2018-01-22,01:45:00,81
1282,741,35,-15,2020-01-21,05:34:00,
659,1190,25,-34,2018-04-30,01:32:00,
294,1140,32,-41,2020-01-05,04:32:00,5
514,1787,28,-14,2021-07-02,07:29:00,
1450,1723,29,-7,2018-09-08,06:58:00,
992,1406,32,-35,2019-06-06,07:53:00,
618,857,23,-36,2018-06-10,01:59:00,
881,1563,21,-7,2018-05-21,04:25:00,50
561,413,19,-8,2020-08-05,01:31:00,
1565,1783,35,-10,2018-08-29,06:35:00,
984,1661,25,-22,2020-01-13,04:32:00,
678,296,28,-9,2019-09-05,04:29:00,34
1146,115,19,-15,2020-01-01,06:43:00,
818,785,30,-39,2020-09-06,00:33:00,
1115,215,12,-15,2019-02-21,06:54:00,
1807,1475,23,-40,2018-08-11,02:29:00,
1988,1935,27,-28,2021-03-30,00:41:00,
293,328,44,-22,2021-01-18,02:18:00,
1278,1191,11,-38,2018-05-13,03:19:00,
1702,843,18,-36,2020-08-26,05:54:00,
1648,2007,11,-9,2018-05-03,03:30:00,
831,288,15,-12,2021-02-28,02:24:00,
883,1201,27,-37,2021-05-20,03:24:00,182
846,650,40,-32,2021-10-01,06:30:00,
224,1684,38,-23,2019-08-10,06:21:00,
1596,1983,19,-25,2018-04-01,01:01:00,98
1921,1917,37,-43,2018-04-10,01:54:00,
1566,1887,27,-16,2019-01-25,02:41:00,
1833,803,40,-36,2019-01-22,05:51:00,121
1953,298,31,-6,2019-10-05,04:20:00,
938,951,17,-9,2018-02-02,01:15:00,
1944,1307,38,-18,2020-12-26,01:11:00,
1171,178,21,-44,2020-10-15,02:23:00,
1435,544,44,-29,2019-09-11,00:19:00,
1616,408,18,-42,2020-02-26,06:48:00,170
216,1644,44,-13,2020-11-18,05:27:00,
1466,480,12,-42,2021-03-21,02:57:00,191
1962,913,11,-28,2018-08-09,04:35:00,
650,1340,30,-37,2021-06-29,05:40:00,100
1559,1581,20,-9,2018-09-10,01:08:00,
716,206,16,-23,2021-07-16,02:25:00,
1868,1692,44,-20,2018-03-09,07:20:00,
1768,1772,34,-36,2018-02-16,04:54:00,
947,1194,15,-14,2018-03-16,01:53:00,
708,1722,11,-26,2020-09-01,00:30:00,173
1286,915,10,-43,2019-04-22,06:23:00,
751,130,42,-26,2021-01-29,06:37:00,
498,952,41,-35,2020-10-17,04:59:00,3
474,479,41,-13,2018-01-10,05:59:00,
658,520,14,-45,2018-03-30,07:01:00,
947,190,19,-13,2018-11-16,07:04:00,
886,915,13,-43,2019-10-20,01:26:00,
429,1520,26,-20,2018-03-18,02:57:00,34
846,1762,44,-33,2020-07-25,05:47:00,
1497,1690,42,-30,2019-05-23,07:51:00,
825,383,15,-20,2020-10-17,04:16:00,
223,493,16,-34,2021-09-14,01:32:00,
403,1779,30,-32,2018-11-27,04:00:00,191
768,1291,15,-45,2021-02-15,05:01:00,
1598,1771,15,-39,2018-02-03,02:31:00,192
1842,711,29,-18,2019-06-30,05:20:00,
707,147,17,-8,2019-10-17,06:34:00,
1179,1599,38,-45,2018-06-20,06:04:00,
165,719,14,-8,2019-08-25,03:36:00,116
834,1277,22,-17,2019-02-06,00:34:00,166
1940,318,20,-35,2021-01-19,02:54:00,
1922,1422,43,-32,2020-08-08,04:54:00,
1019,245,38,-8,2021-11-07,02:38:00,
851,1858,10,-14,2021-11-07,03:56:00,
1608,949,38,-17,2019-12-25,06:55:00,
858,1742,33,-10,2021-07-29,06:44:00,
1704,1369,27,-29,2020-06-19,04:56:00,
1299,743,21,-24,2018-10-23,07:20:00,
1756,485,43,-44,2019-03-21,04:09:00,
418,1972,11,-23,2019-07-16,06:50:00,
405,164,45,-15,2018-04-02,01:01:00,
2005,599,33,-12,2021-04-04,02:55:00,
1375,1303,20,-33,2018-08-03,01:25:00,
950,618,44,-6,2018-12-27,02:44:00,78
839,1207,42,-35,2021-01-11,03:31:00,
1899,961,19,-30,2021-09-12,02:02:00,
785,652,13,-38,2018-07-03,01:21:00,183
1369,1341,43,-30,2019-07-07,06:49:00,
176,1681,18,-34,2019-06-03,05:03:00,
1943,1831,23,-14,2020-04-15,04:24:00,93
145,1373,21,-6,2019-07-01,07:17:00,
1434,1691,19,-15,2018-06-05,07:22:00,
1546,1188,38,-24,2018-08-03,01:00:00,162
1030,1049,25,-18,2018-05-06,00:18:00,115
1717,1475,24,-30,2020-01-03,01:42:00,
503,447,36,-42,2018-09-08,05:36:00,
295,798,39,-16,2020-03-07,04:57:00,
854,294,33,-17,2021-03-28,01:22:00,
976,1409,30,-15,2020-04-09,06:24:00,
1246,1296,20,-24,2019-06-14,00:56:00,
1193,594,16,-14,2018-03-11,02:56:00,
272,1106,38,-6,2018-08-01,06:46:00,
376,454,30,-6,2019-05-01,04:15:00,
1890,1916,20,-28,2020-02-18,02:56:00,189
668,1583,43,-16,2019-03-05,07:38:00,
744,942,21,-10,2021-08-21,03:09:00,32
1839,1129,13,-44,2018-05-23,07:48:00,
1298,1643,44,-40,2020-06-09,01:41:00,
161,1645,31,-11,2020-04-05,03:27:00,
1350,593,10,-5,2021-01-25,07:44:00,111
349,1669,29,-11,2021-08-07,07:55:00,
450,1524,26,-44,2021-10-24,01:30:00,68
1700,1849,14,-9,2019-08-20,03:06:00,
164,492,29,-25,2018-09-10,02:55:00,
1403,1323,24,-19,2019-12-06,04:24:00,
1643,1216,17,-40,2021-07-10,03:46:00,111
386,1875,26,-28,2021-03-22,06:27:00,156
1343,1397,23,-9,2018-10-15,03:01:00,
917,782,24,-9,2018-01-07,00:01:00,
1338,1389,35,-30,2019-11-28,01:04:00,
1829,1923,36,-34,2019-09-28,02:20:00,
898,961,23,-35,2019-09-29,01:00:00,
1920,1607,38,-31,2020-10-20,06:47:00,89
1991,401,22,-34,2018-05-31,04:58:00,
1463,418,41,-39,2020-01-24,05:46:00,
150,1155,31,-28,2021-01-21,01:32:00,
1960,889,28,-35,2018-03-25,04:50:00,
876,925,25,-39,2019-09-23,04:58:00,
1131,1631,24,-19,2021-06-24,06:16:00,
1022,595,43,-8,2018-09-30,06:02:00,
1138,751,33,-44,2018-11-02,03:34:00,
1745,501,42,-21,2021-05-25,06:35:00,
256,326,31,-30,2018-09-07,00:25:00,
1628,1787,13,-17,2018-06-30,03:28:00,30
1954,1685,27,-5,2019-05-26,07:28:00,
1600,377,31,-24,2019-04-05,03:54:00,
124,268,31,-25,2020-09-17,01:59:00,
1418,397,36,-38,2021-03-23,05:39:00,
1590,685,12,-27,2020-12-12,02:32:00,148
1985,1835,42,-26,2018-11-11,05:09:00,
897,1325,27,-40,2018-10-01,05:13:00,
1516,237,35,-24,2021-06-07,00:53:00,110
609,1355,12,-13,2019-11-05,07:01:00,
364,1068,18,-27,2019-08-23,06:53:00,
534,103,42,-37,2018-09-26,02:11:00,
998,1063,39,-41,2019-03-06,01:10:00,
1938,225,23,-11,2019-12-30,05:05:00,
341,646,28,-30,2021-10-16,07:08:00,
708,172,25,-34,2019-11-14,05:13:00,
1105,1722,30,-44,2021-08-09,06:09:00,
229,640,17,-13,2019-10-31,04:40:00,
409,1951,37,-42,2018-11-27,02:49:00,102
495,723,22,-38,2018-04-07,07:36:00,
203,1212,31,-42,2020-03-12,04:43:00,3
702,1219,19,-45,2019-05-23,03:52:00,
1836,821,45,-29,2018-04-24,05:46:00,
499,322,45,-10,2018-08-22,03:02:00,
980,591,26,-19,2018-03-13,03:29:00,
1787,229,24,-33,2019-10-10,06:26:00,
1710,931,38,-36,2020-07-06,07:43:00,
859,1857,37,-27,2018-05-13,01:55:00,83
604,1846,39,-36,2020-05-02,00:26:00,
365,305,36,-22,2018-04-30,04:00:00,
167,1541,41,-35,2019-06-12,01:11:00,
1596,1331,38,-29,2021-08-13,02:07:00,
1091,326,32,-23,2018-02-25,01:28:00,114
691,562,45,-8,2018-05-24,03:16:00,
548,165,41,-39,2018-03-07,01:55:00,66
1671,920,34,-34,2021-04-25,07:07:00,97
439,1232,14,-31,2020-01-02,02:49:00,185
1780,555,15,-10,2019-12-29,07:32:00,
994,1362,44,-9,2021-05-03,01:50:00,
1552,178,16,-40,2020-05-04,04:25:00,
693,1164,19,-23,2019-12-02,04:22:00,
1817,1390,22,-14,2018-10-12,03:36:00,
1280,1724,38,-28,2019-02-27,05:29:00,
1142,1931,42,-25,2019-01-19,07:51:00,
579,806,42,-15,2020-09-13,06:15:00,
1156,1709,34,-5,2018-12-01,02:24:00,92
1289,1875,20,-30,2018-02-23,05:45:00,
605,934,34,-37,2019-11-05,07:37:00,
179,911,12,-20,2021-10-19,02:43:00,195
1886,1554,21,-44,2020-03-14,00:05:00,200
1815,1165,32,-39,2018-10-07,04:35:00,
749,536,18,-7,2019-09-19,00:10:00,
1642,1820,42,-44,2019-06-28,04:05:00,
624,1545,38,-44,2020-02-16,00:12:00,
1158,1985,28,-42,2019-12-30,00:09:00,
659,1769,43,-36,2020-07-29,00:52:00,36
230,958,23,-22,2019-07-12,01:57:00,
590,1872,30,-8,2021-10-14,01:56:00,
327,1193,11,-30,2020-06-09,03:43:00,165
1283,444,21,-17,2020-04-19,06:26:00,
715,774,15,-13,2019-02-26,04:24:00,
1635,503,41,-13,2021-05-01,07:47:00,
429,701,13,-12,2018-06-09,00:27:00,
180,632,37,-13,2021-06-14,03:15:00,43
1794,1548,14,-26,2019-09-30,02:20:00,
247,1006,37,-45,2019-05-18,06:33:00,
1320,655,36,-15,2019-08-21,05:53:00,
1859,441,16,-13,2021-07-05,00:51:00,
1113,308,26,-24,2018-11-10,01:45:00,
1008,1685,43,-19,2020-09-04,01:30:00,
461,835,38,-8,2019-01-24,05:57:00,
450,1078,21,-38,2021-03-24,04:24:00,
838,1659,38,-30,2019-09-23,07:26:00,
1943,1817,32,-31,2020-10-10,00:26:00,191
1718,1035,17,-35,2018-11-28,05:36:00,
1067,1439,44,-44,2020-06-23,03:55:00,
268,1510,13,-16,2018-03-24,01:16:00,167
1118,143,32,-12,2020-05-13,00:55:00,
561,1389,25,-20,2019-01-21,07:52:00,
1492,738,40,-32,2018-04-05,05:56:00,
786,1798,33,-37,2020-02-11,06:11:00,191
228,252,23,-28,2019-01-28,07:21:00,
326,893,34,-26,2021-01-12,00:11:00,
1088,1026,14,-24,2021-04-20,06:33:00,
1410,1127,10,-7,2019-12-26,03:27:00,
1540,710,45,-33,2020-09-14,02:52:00,
1794,835,44,-42,2021-01-07,03:54:00,
1445,591,33,-37,2020-07-15,03:07:00,
410,221,31,-18,2018-05-19,01:38:00,
512,1824,13,-20,2021-10-07,05:20:00,
286,844,41,-32,2018-04-29,03:38:00,44
1101,1270,32,-15,2018-01-12,03:51:00,
379,1747,13,-39,2021-04-26,00:29:00,
1830,921,42,-14,2019-01-06,05:16:00,
1198,1865,12,-26,2019-01-17,01:44:00,
407,1758,37,-12,2019-11-04,07:30:00,
1565,1231,28,-10,2018-12-29,05:55:00,99
261,866,35,-16,2019-11-24,03:09:00,57
319,236,23,-17,2018-09-07,05:24:00,
1815,787,12,-39,2021-08-24,04:15:00,
867,975,16,-13,2020-05-18,06:48:00,64
118,1362,21,-44,2018-10-25,07:19:00,108
851,121,11,-15,2020-06-18,02:14:00,
109,1067,16,-21,2021-01-09,00:59:00,
1475,1972,43,-10,2021-10-22,06:58:00,
721,1804,17,-17,2020-06-15,04:35:00,
1116,1836,17,-37,2020-02-27,06:52:00,28
1589,1076,18,-16,2019-01-16,01:27:00,
1725,999,38,-36,2018-05-27,04:34:00,
1829,1794,30,-16,2021-07-09,03:15:00,
1432,1230,20,-30,2019-09-14,01:07:00,
910,429,32,-28,2018-03-04,01:09:00,58
871,1129,45,-22,2020-07-17,03:27:00,
169,554,18,-20,2020-10-11,03:25:00,
828,351,26,-43,2019-09-10,06:10:00,
197,844,43,-5,2020-01-22,00:44:00,199
1391,1597,31,-37,2019-02-05,05:27:00,96
1270,1837,19,-32,2018-12-28,02:46:00,
1666,919,34,-16,2020-09-11,05:40:00,
501,484,11,-38,2018-08-08,03:29:00,140
1395,1787,34,-25,2020-04-25,07:35:00,
515,319,22,-6,2018-04-14,00:54:00,
1826,1408,10,-34,2018-01-03,04:46:00,
223,1857,20,-22,2021-08-26,07:18:00,
1528,1357,21,-31,2019-10-11,03:56:00,
1653,1412,22,-9,2020-11-06,01:51:00,
663,1008,37,-6,2020-09-18,02:54:00,
1544,1853,40,-40,2020-02-05,02:20:00,
1484,1562,13,-28,2021-04-08,07:10:00,
1522,1046,25,-26,2021-03-07,06:55:00,144
1940,1778,13,-19,2021-03-08,03:20:00,
431,1457,44,-37,2020-06-11,05:17:00,
443,807,43,-7,2019-10-13,03:51:00,
1246,545,34,-14,2020-09-12,07:37:00,
1920,938,20,-29,2021-08-29,07:43:00,
1382,985,43,-28,2019-11-26,03:22:00,5
390,363,32,-14,2020-02-24,03:29:00,72
1770,1680,37,-23,2019-03-05,01:52:00,129
1386,651,44,-32,2019-07-11,02:26:00,
870,1816,45,-40,2019-05-05,06:14:00,
158,129,43,-9,2019-05-26,03:22:00,
1856,1941,44,-27,2019-03-05,05:10:00,
1843,544,11,-30,2020-09-25,01:03:00,
783,1579,11,-41,2019-04-29,06:36:00,
205,559,34,-20,2019-04-03,00:50:00,
1306,902,45,-23,2020-08-03,00:16:00,115
790,1080,22,-42,2020-12-07,00:37:00,14
1585,1207,14,-33,2018-04-17,02:10:00,
911,1496,41,-17,2018-09-26,01:55:00,
1540,1891,12,-10,2019-07-18,01:21:00,
949,1625,42,-43,2019-05-03,07:32:00,
1510,900,37,-34,2020-09-22,01:45:00,
990,1891,40,-11,2021-05-12,03:58:00,
1247,717,29,-22,2018-03-31,07:17:00,
1811,1390,16,-10,2018-12-23,03:21:00,
315,240,37,-16,2020-05-27,07:21:00,
686,1349,34,-29,2020-01-08,01:09:00,44
1036,1990,19,-11,2020-01-16,00:47:00,
1288,931,28,-44,2019-10-30,05:34:00,
1968,824,39,-36,2019-11-27,07:06:00,28
1606,817,23,-37,2020-06-01,01:55:00,93
825,518,37,-5,2018-04-28,06:27:00,
1046,1574,42,-33,2019-04-10,02:05:00,
1946,156,27,-41,2018-12-06,07:52:00,
1647,485,16,-39,2018-06-11,03:53:00,38
1001,214,45,-25,2018-10-20,03:27:00,
287,1376,24,-13,2021-05-01,03:47:00,
1125,1144,12,-17,2018-07-28,03:48:00,
1765,1860,18,-18,2020-01-09,04:14:00,
1910,1922,10,-10,2021-09-13,02:52:00,
996,921,10,-24,2020-05-02,00:53:00,
1355,1782,38,-43,2021-02-16,01:59:00,171
662,587,10,-25,2021-07-08,02:01:00,10
269,630,24,-24,2020-08-30,05:10:00,
1580,1881,32,-5,2019-04-29,03:01:00,
550,981,36,-12,2021-04-10,00:57:00,
670,1068,44,-5,2021-02-20,06:34:00,
235,1280,12,-21,2019-09-10,05:11:00,
1110,991,34,-12,2021-01-31,05:41:00,4
1835,1781,25,-45,2020-04-16,01:46:00,
623,452,21,-31,2019-06-15,02:34:00,
1169,238,14,-7,2021-10-22,06:26:00,
1020,1565,35,-37,2019-10-26,02:49:00,
1524,347,33,-12,2018-07-19,07:26:00,
1201,1877,11,-28,2019-10-31,05:15:00,43
1236,604,40,-30,2018-05-31,04:26:00,
908,1177,24,-14,2021-10-11,01:36:00,
1507,1468,28,-22,2018-01-23,03:50:00,
1229,426,30,-25,2021-04-07,05:55:00,
570,175,38,-20,2019-05-23,01:07:00,
785,836,28,-7,2019-06-25,06:34:00,
475,716,19,-14,2020-03-12,05:31:00,
1690,1046,42,-27,2021-05-17,07:32:00,
1195,288,11,-37,2018-11-08,07:35:00,
305,782,11,-11,2021-06-17,07:19:00,
873,1063,34,-17,2019-04-29,07:25:00,
470,711,13,-10,2020-03-27,04:47:00,
1602,1034,14,-21,2020-10-03,05:15:00,
1981,411,40,-43,2020-08-06,06:58:00,
391,1798,19,-9,2018-06-25,06:27:00,
303,1734,43,-15,2020-02-28,05:59:00,
1979,1173,35,-36,2020-12-08,03:08:00,
1454,843,13,-33,2020-02-13,03:04:00,
548,274,29,-16,2020-08-18,01:08:00,
1152,1668,41,-42,2021-04-07,06:50:00,
1308,1876,39,-19,2019-06-28,07:10:00,
684,478,24,-45,2021-04-01,00:14:00,
1777,715,13,-10,2018-07-20,04:05:00,
221,1171,27,-35,2018-03-17,03:14:00,
686,1492,16,-44,2019-08-10,07:02:00,
1381,478,24,-8,2020-01-24,05:51:00,
1113,1849,19,-28,2021-04-06,00:51:00,
961,424,28,-18,2020-05-19,03:55:00,146
798,1126,33,-30,2021-08-22,05:57:00,
1167,470,18,-45,2020-05-16,02:31:00,
645,136,10,-40,2021-11-06,02:30:00,170
857,1816,19,-41,2018-03-05,06:08:00,
689,687,29,-27,2020-09-20,01:12:00,
1591,252,41,-5,2020-12-05,05:30:00,
1320,541,26,-20,2021-06-03,05:07:00,
1431,377,12,-26,2021-11-02,06:48:00,
494,1303,17,-31,2020-05-02,00:06:00,
132,1735,13,-19,2018-05-20,01:31:00,
570,336,40,-24,2021-02-15,00:55:00,
1966,502,12,-38,2020-07-26,00:47:00,
1702,892,37,-17,2020-10-20,03:26:00,
1730,1190,16,-11,2018-11-06,01:54:00,
155,635,44,-5,2020-11-18,06:37:00,
882,386,42,-18,2019-10-04,05:03:00,
1805,1429,13,-12,2019-10-23,01:05:00,
1466,1596,33,-31,2020-01-18,04:46:00,93
1876,869,32,-14,2019-03-28,02:53:00,156
781,1554,35,-5,2019-03-18,07:12:00,
1685,544,38,-21,2020-02-08,05:36:00,168
1440,345,33,-24,2021-02-17,01:41:00,16
1427,2002,14,-10,2019-05-29,04:12:00,
1010,666,32,-10,2021-04-11,04:54:00,79
600,206,42,-25,2018-04-08,07:49:00,
1559,399,37,-35,2020-11-30,00:47:00,
1743,1504,15,-45,2020-10-25,01:16:00,11
1980,165,42,-9,2018-05-08,02:41:00,
1615,330,32,-43,2021-01-03,02:02:00,
877,1129,41,-26,2021-02-16,02:04:00,
1702,783,11,-26,2020-04-10,03:02:00,18
466,450,33,-24,2019-04-13,03:57:00,
1699,1437,40,-7,2018-02-26,04:20:00,130
501,1928,27,-17,2018-12-18,04:02:00,
1975,1624,13,-15,2018-02-13,04:01:00,
1021,2009,10,-9,2020-05-16,04:49:00,11
657,679,10,-31,2020-02-15,02:15:00,
594,1931,22,-30,2020-03-28,01:35:00,
306,829,33,-7,2018-08-19,02:09:00,
414,1884,32,-20,2021-09-28,05:43:00,
1862,1516,42,-9,2018-08-09,04:22:00,
1386,1127,18,-43,2020-01-19,01:30:00,
1993,685,41,-22,2020-11-18,07:44:00,
1291,703,34,-24,2021-10-13,07:30:00,
1116,290,45,-20,2020-10-07,00:36:00,
1382,1566,24,-9,2020-09-18,01:28:00,
1758,1623,13,-34,2019-11-14,07:32:00,148
455,700,24,-17,2019-04-21,05:23:00,
948,1316,25,-16,2019-05-23,04:58:00,
527,514,26,-24,2020-10-30,06:43:00,
1888,828,23,-44,2018-03-25,06:38:00,
633,1118,19,-28,2018-12-18,02:46:00,
1108,1357,42,-7,2018-06-09,02:19:00,
1557,1684,33,-34,2019-01-02,03:40:00,
1972,1473,41,-10,2019-11-29,01:09:00,
2010,707,16,-25,2020-07-01,00:24:00,
1367,333,12,-26,2019-09-30,07:50:00,
1139,109,20,-13,2018-12-27,07:49:00,
1753,924,45,-5,2018-05-24,00:09:00,
1895,344,22,-14,2018-08-07,04:17:00,103
1758,770,30,-30,2019-06-19,01:20:00,
762,1629,12,-11,2019-12-23,02:39:00,
1748,1745,22,-18,2021-09-19,06:31:00,
1997,1211,18,-29,2019-11-10,01:54:00,
1059,863,39,-35,2019-12-26,05:35:00,
1637,1043,42,-23,2020-08-09,01:12:00,
731,291,22,-7,2018-01-23,07:14:00,
960,1236,38,-22,2021-10-27,01:08:00,
670,1552,29,-45,2018-04-06,05:00:00,
1540,632,20,-31,2018-12-20,03:31:00,
213,1742,26,-42,2019-05-16,02:40:00,132
1885,282,34,-11,2019-08-01,03:08:00,
1455,1551,30,-32,2021-09-14,00:16:00,
569,1958,39,-28,2019-12-02,07:41:00,
485,1466,30,-12,2018-08-22,06:49:00,
386,1129,29,-31,2018-08-12,04:43:00,
920,1651,40,-38,2018-07-26,06:05:00,
141,1751,19,-15,2021-06-02,04:56:00,109
990,521,25,-34,2019-04-03,03:54:00,
1956,1565,32,-40,2021-08-08,00:37:00,
290,1286,44,-23,2018-01-24,05:28:00,
1186,720,41,-23,2020-05-04,00:52:00,
1300,1709,28,-38,2019-03-22,00:33:00,112
1569,1746,13,-15,2021-04-19,01:45:00,151
1035,1264,42,-18,2018-11-06,07:41:00,16
101,1719,45,-19,2018-08-16,03:16:00,
512,1055,10,-16,2021-09-21,02:14:00,
604,203,37,-38,2020-11-03,07:08:00,
1901,1358,35,-22,2021-05-15,03:24:00,
1930,652,44,-30,2021-02-12,02:07:00,
567,1867,24,-19,2018-03-11,07:26:00,
801,470,42,-25,2018-03-03,07:39:00,
652,1773,43,-12,2018-07-14,00:01:00,25
1935,1337,18,-7,2018-04-21,00:46:00,
668,1229,34,-17,2020-08-25,07:59:00,108
175,1927,14,-11,2018-07-30,06:05:00,
1828,1446,24,-14,2019-05-16,03:55:00,
1657,1416,13,-11,2021-07-22,06:16:00,
907,1927,23,-9,2020-11-15,04:30:00,200
907,1439,38,-39,2020-06-09,03:41:00,
225,660,33,-26,2018-10-08,07:05:00,
985,416,10,-16,2021-02-20,07:55:00,102
338,705,24,-23,2018-02-02,07:25:00,
1992,183,30,-28,2020-08-26,03:00:00,
1872,1395,26,-29,2021-08-14,00:29:00,137
422,1478,31,-10,2020-11-23,02:54:00,
992,564,36,-13,2021-03-13,03:33:00,
1731,978,22,-40,2018-02-14,04:57:00,
265,1454,35,-24,2021-01-15,03:09:00,
1036,1065,34,-39,2019-01-26,07:37:00,
1067,737,14,-16,2018-07-14,01:47:00,
1438,904,25,-17,2018-11-15,06:46:00,
1039,300,38,-28,2019-08-07,04:54:00,164
1627,1849,10,-19,2019-02-26,02:43:00,
1781,1767,20,-41,2018-08-05,05:12:00,
1777,424,42,-17,2019-01-06,07:57:00,
487,1480,18,-44,2020-04-03,04:20:00,
1202,1627,22,-39,2018-01-31,00:53:00,
1334,842,44,-36,2021-04-28,01:14:00,
1730,664,39,-36,2021-07-17,01:24:00,175
1776,860,20,-22,2019-11-23,06:10:00,
566,978,34,-45,2018-08-20,02:45:00,
1136,435,27,-31,2020-11-30,03:54:00,
1635,372,29,-5,2019-10-24,06:57:00,
550,359,22,-11,2019-06-20,07:18:00,
416,786,11,-18,2021-03-29,04:38:00,166
1448,1426,13,-30,2018-03-02,05:18:00,
709,1526,33,-37,2018-12-23,05:39:00,
1889,420,45,-11,2020-07-07,00:44:00,
1454,1899,37,-16,2020-09-02,02:24:00,
1515,1897,10,-45,2021-10-01,02:35:00,
872,780,21,-35,2019-10-15,00:14:00,
1741,1513,20,-21,2021-05-27,01:54:00,
1615,1132,41,-37,2021-10-17,07:41:00,
1335,703,28,-43,2019-03-12,07:43:00,
198,1904,44,-35,2018-12-10,06:53:00,
1612,242,11,-20,2019-04-01,05:00:00,
302,974,41,-29,2021-07-08,07:27:00,
1089,851,15,-32,2018-04-08,07:40:00,
1596,604,24,-17,2018-05-04,04:25:00,133
517,1098,27,-25,2019-11-02,02:52:00,
1154,1802,35,-35,2018-11-29,03:00:00,
1159,1001,43,-5,2021-08-05,07:17:00,
1686,807,39,-22,2019-11-04,06:24:00,
1356,2008,14,-30,2021-10-27,05:18:00,
1825,1963,15,-44,2018-04-23,07:33:00,
1230,1202,44,-44,2020-03-14,02:43:00,
1656,1485,33,-35,2021-08-14,07:22:00,
546,408,11,-26,2018-05-19,00:39:00,
994,660,44,-26,2019-11-11,05:43:00,
1437,1701,15,-31,2020-03-01,01:19:00,152
1557,1705,44,-8,2020-10-02,06:15:00,
1039,1325,30,-11,2021-03-16,06:36:00,
780,1577,45,-10,2018-05-21,02:00:00,
794,146,18,-33,2018-08-29,02:17:00,
1400,628,29,-43,2018-09-20,06:22:00,
468,1708,30,-14,2020-06-25,01:15:00,
1963,619,31,-19,2020-02-07,03:45:00,
1271,167,17,-6,2018-07-29,02:38:00,
136,258,36,-8,2021-03-31,00:36:00,
358,683,19,-18,2019-10-16,04:49:00,
148,1539,34,-20,2021-06-06,01:09:00,
1552,1935,29,-12,2018-07-05,06:11:00,
1304,2010,41,-40,2018-06-20,05:51:00,
484,432,23,-11,2018-05-22,03:22:00,
614,1914,33,-22,2018-08-07,06:41:00,
514,1644,11,-30,2020-06-02,06:11:00,
818,1487,43,-11,2020-03-27,07:39:00,
1594,722,14,-26,2019-10-12,06:10:00,
454,589,25,-36,2021-08-25,06:47:00,126
1727,816,26,-21,2018-04-19,03:06:00,
1875,1086,34,-24,2018-12-04,01:10:00,
1903,160,24,-36,2020-11-14,04:42:00,
996,641,30,-43,2018-11-21,00:30:00,
1485,1371,19,-21,2019-12-24,04:12:00,47
1800,711,42,-24,2018-01-04,00:21:00,156
1227,275,42,-26,2019-12-03,03:05:00,20
1166,992,22,-5,2021-02-10,01:00:00,
1354,720,26,-40,2021-03-11,06:47:00,130
772,563,21,-24,2021-04-16,01:38:00,156
609,1974,45,-20,2018-05-06,07:51:00,
1759,495,37,-36,2021-09-07,00:02:00,
1177,573,22,-7,2019-03-07,01:24:00,
1103,1547,29,-33,2020-12-01,02:50:00,
285,1292,36,-45,2020-06-25,00:44:00,99
415,1439,10,-29,2021-01-24,02:06:00,
